"Timestamp","MA10","RSI30","RSI10","%K10"
1325317920,,,,
1325346600,,,,
1325350740,,,,
1325350800,,,,
1325391360,,,,
1325431680,,,,
1325457900,,,,
1325534640,,,,
1325591100,,,,
1325600520,4.781000000000001,,,80.64516129032253
1325602440,4.868,,85.36585365853655,93.54838709677416
1325604720,4.958,,85.75197889182056,96.34146341463412
1325610600,5.029999999999999,,85.75197889182056,95.94594594594592
1325610840,5.086,,73.74156138827415,75.6756756756756
1325611560,5.157,,77.27766091825546,93.74999999999996
1325611620,5.202,,77.27766091825546,90.62499999999991
1325650620,5.194999999999999,,55.23746160121275,0.0
1325653500,5.188,,55.23746160121275,0.0
1325680860,5.175,,64.31275043219333,72.22222222222234
1325681820,5.18,,64.31275043219333,72.22222222222234
1325691540,5.173,,64.31275043219333,72.22222222222234
1325692380,5.176,,68.6694379480711,100.0
1325692440,5.179,,68.6694379480711,100.0
1325692800,5.202,,70.38608417757838,100.0
1325699460,5.23,,76.18536381994006,100.0
1325727600,5.273000000000001,,79.52646615667015,100.0
1325735520,5.355,,80.14546941745176,100.0
1325747940,5.441000000000001,,80.99665902805707,100.0
1325753880,5.522,,84.79833180911584,100.0
1325754180,5.603,,84.79833180911585,100.0
1325756880,5.699,78.02547770700636,87.07795455659958,100.0
1325758080,5.7860000000000005,78.31129416865379,87.62768395316174,100.0
1325758200,5.877000000000001,78.59924618482485,88.18611300028083,100.0
1325760480,5.965,78.74520711550892,88.47510217429154,100.0
1325762400,6.054,80.21122421672052,91.03391446681418,100.0
1325762460,6.128,80.21122421672052,91.03391446681418,100.0
1325762880,6.196,79.37425345609194,87.60355208093978,95.77464788732392
1325768820,6.261,79.44820154859708,87.77418035756544,95.65217391304355
1325770680,6.304,79.154628036559,86.45201325782523,93.47826086956516
1325773860,6.346,78.85320571636767,85.02888662430308,87.09677419354836
1325803800,6.3740000000000006,78.93618304041877,85.29779747497605,88.88888888888879
1325806500,6.398999999999999,79.02133916782765,85.58547897450684,92.59259259259274
1325806740,6.423,79.2812869509085,86.46808624251074,100.0
1325806860,6.462999999999999,80.76096157400892,90.39065016006658,100.0
1325806980,6.481999999999999,80.76096157400892,90.39065016006658,100.0
1325807160,6.501,80.76096157400892,90.39065016006658,100.0
1325829720,6.523000000000001,80.76096157400892,90.39065016006658,100.0
1325829840,6.552000000000001,81.4357855972552,91.96786013256586,100.0
1325856000,6.599000000000001,82.76473182629837,94.21122012312904,100.0
